"annual_kwh";"sq_meters";"epc_label";"building_era";"income_euro";"occupancy_count";"dist_to_brussels";"roof_color";"pet_ownership"
"1012";4467.55;172.64;"C";"1970-2000";58953.78;2;79.8;"Other";"0"
"1013";6124.03;142.93;"F";"Pre-1970";26933.84;5;69.31;"Other";"1"
"1014";6150.66;137.63;"D";"Pre-1970";21631.33;5;85.53;"Red";"0"
"1015";5365.57;171.57;"C";"1970-2000";40294.01;3;13.81;"Other";"0"
"1016";2352.08;114.82;"A";"Post-2000";25619.25;2;92.53;"Other";"0"
"1017";3323.77;122.15;"A";"Post-2000";44559.2;2;118.58;"Red";"0"
"1018";5429.16;172.13;"A";"Post-2000";43988.7;4;35.93;"Other";"1"
"1019";8368.1;141.48;"E";"Pre-1970";35406.71;6;60.76;"Black";"0"
"1020";4492.68;103.21;"A";"Post-2000";20822.66;5;15.89;"Black";"1"
"1021";4982.56;170.05;"E";"Pre-1970";36171.48;1;93.7;"Black";"1"
"1022";3112.96;138.46;"C";"1970-2000";36534.35;1;90.33;"Red";"0"
"1023";5102.91;139.64;"B";"1970-2000";21005.95;4;107.12;"Black";"0"
"1024";5744.75;163.51;"C";"1970-2000";58018.01;5;14.32;"Black";"1"
"1025";5086.38;171.34;"C";"1970-2000";41154.63;4;92.07;"Black";"1"
"1026";4015.09;181.85;"D";"1970-2000";45478.52;1;58.58;"Black";"0"
"1027";9142.85;153.49;"E";"Pre-1970";58045.45;6;108.95;"Red";"0"
"1028";4111.8;187.54;"A";"Post-2000";74785.02;1;25.86;"Red";"0"
"1029";8523.3;150.9;"F";"Pre-1970";24616.09;4;41.33;"Red";"0"
"1030";5941.78;269.27;"E";"Pre-1970";126440.53;1;80.99;"Other";"1"
"1031";4573.62;143.03;"C";"1970-2000";32753.55;4;69.56;"Black";"0"
"1032";5899.72;148;"C";"1970-2000";46180.24;5;93.83;"Other";"0"
"1033";6589.71;187.11;"E";"Pre-1970";56718.69;4;18.84;"Black";"0"
"1034";3601.29;116.45;"C";"1970-2000";35815.97;4;12.03;"Other";"0"
"1035";8588.8;159.79;"D";"1970-2000";73556.42;7;90.57;"Other";"0"
"1036";5077.43;107.94;"E";"Pre-1970";38365.81;4;69.96;"Black";"0"
"1037";8629.1;168.45;"E";"Pre-1970";40380.81;5;87.31;"Red";"0"
"1038";16395.02;304.18;"E";"Pre-1970";131393.77;7;50.92;"Other";"0"
"1039";6687.57;164.65;"D";"1970-2000";45257.28;4;77.71;"Black";"1"
"1040";5406.94;198.4;"C";"1970-2000";54094.36;3;49.17;"Red";"1"
"1041";7309.65;144.43;"E";"Pre-1970";16963.8;6;85.6;"Black";"0"
"1042";4843.43;137.29;"F";"Pre-1970";47372.81;2;100.34;"Red";"1"
"1043";4278.91;157.32;"E";"Pre-1970";44663.92;1;89.67;"Black";"0"
"1044";5654.15;97.15;"D";"1970-2000";22465.59;6;118.45;"Black";"0"
"1045";4687.4;171.64;"E";"Pre-1970";39742.93;1;37.14;"Black";"0"
"1046";8775.21;156.84;"C";"1970-2000";29480.07;6;31.04;"Black";"0"
"1047";5980.61;143.89;"F";"Pre-1970";29428.49;3;108.47;"Other";"0"
"1048";4421.89;148.16;"D";"1970-2000";42884.37;3;42.68;"Red";"1"
"1049";7160.28;166.27;"A";"Post-2000";46195.14;6;45.51;"Red";"1"
"1050";5230.14;122.26;"F";"Pre-1970";49361.25;4;60.37;"Black";"0"
"1051";14024.23;204.98;"F";"Pre-1970";81213.77;7;79.91;"Red";"1"
"1052";4386.26;196.88;"C";"1970-2000";35016.25;2;110.3;"Other";"0"
"1053";4383.31;133.89;"E";"Pre-1970";44416.45;2;97.76;"Other";"1"
"1054";4852.02;118.76;"E";"Pre-1970";49082.47;4;78.98;"Other";"0"
"1055";6083.07;157.99;"F";"Pre-1970";63407.12;2;6.78;"Black";"1"
"1056";3331.79;158.42;"A";"Post-2000";26564.57;1;114.12;"Red";"0"
"1057";3270.37;158.51;"A";"Post-2000";45286.34;3;20.61;"Other";"0"
"1058";6034.01;134.71;"B";"Post-2000";47528.47;7;66.77;"Red";"1"
"1059";3268.3;102.38;"C";"1970-2000";24753.35;3;65.76;"Other";"0"
"1060";4719.5;114.26;"A";"Post-2000";24346.78;7;42.63;"Red";"1"
"1061";7070.73;226.52;"D";"Pre-1970";78132.85;4;63.08;"Black";"1"
"1062";8816.94;189.46;"E";"Pre-1970";62522.46;4;76.91;"Black";"0"
"1063";6853.34;119.78;"C";"1970-2000";33490.26;7;25.35;"Other";"0"
"1064";9252.61;183.16;"C";"1970-2000";49667.54;6;32.76;"Red";"1"
"1065";4844.02;130.68;"A";"Post-2000";41537.6;5;116.38;"Other";"0"
"1066";3847.58;129.73;"A";"Post-2000";31341.06;5;107.01;"Red";"1"
"1067";6187.34;197.42;"D";"1970-2000";64473.85;4;94.42;"Other";"1"
"1068";3679.71;162.05;"A";"Post-2000";32812.55;2;115.28;"Red";"1"
"1069";6878.2;101.17;"C";"Pre-1970";47265.32;7;7.28;"Other";"1"
"1070";5509.42;206.92;"C";"1970-2000";57716.91;2;18.44;"Black";"0"
"1071";7923.38;204.82;"C";"1970-2000";74747.35;5;54.27;"Black";"1"
"1072";6962.56;135.13;"F";"Pre-1970";32882.72;6;89.64;"Other";"0"
"1073";3900.57;170.2;"D";"1970-2000";80977.02;1;50.67;"Red";"1"
"1074";10403.99;228.08;"D";"1970-2000";113933.26;5;43.22;"Black";"0"
"1075";3412;149.88;"B";"1970-2000";46876.61;1;20.26;"Other";"0"
"1076";5256.57;111.74;"D";"Pre-1970";30260.65;5;70.58;"Other";"0"
"1077";4447.29;142.52;"E";"Pre-1970";31296.64;2;28.66;"Red";"0"
"1078";8494.1;166.98;"B";"Post-2000";34587.27;7;80.47;"Black";"1"
"1079";5432.16;191.82;"C";"1970-2000";56001.43;2;87.11;"Other";"0"
"1080";5513.84;166.68;NA;"Pre-1970";82425.58;3;118.98;"Other";"1"
"1081";3696.57;145.3;"E";"Pre-1970";44834.34;1;70.41;"Red";"0"
"1082";8003.44;104.92;"D";"1970-2000";30183.6;5;74.58;"Black";"1"
"1083";5406.38;151.57;"C";"Pre-1970";35204.19;3;60.7;"Black";"1"
"1084";3894.26;191.41;"A";"Post-2000";74422.82;2;37.4;"Other";"1"
"1085";6629.27;161.47;"D";"1970-2000";23071.38;5;83.11;"Red";"1"
"1086";5656.92;128.76;"A";"Post-2000";43717.5;5;68.17;"Red";"1"
"1087";5789.06;102.49;"E";"Pre-1970";33783.96;4;91.71;"Other";"1"
"1088";7491.88;160.12;"B";"Post-2000";65475.18;7;108.05;"Black";"1"
"1089";3529.62;182.88;"A";"Post-2000";51646.33;2;19.36;"Other";"0"
"1090";6783.8;157.07;"D";"1970-2000";38943.84;4;106.63;"Other";"1"
"1091";6644.64;153.67;"E";"Pre-1970";19728.4;5;33.01;"Red";"0"
"1092";4000.89;149.46;"A";"Post-2000";49454.74;3;117.1;"Black";"1"
"1093";2492;109.63;"A";"Post-2000";26202.62;1;62.41;"Other";"0"
"1094";6166.25;209.01;"C";"1970-2000";35031.75;3;59.08;"Red";"0"
"1095";11615.66;192.85;"D";"1970-2000";88433.45;6;21.37;"Other";"0"
"1096";4767.99;207.05;"B";"Post-2000";97786.1;2;107.25;"Black";"0"
"1097";7064.42;227.47;"B";"Post-2000";72035.19;6;108.7;"Red";"0"
"1098";7083.71;108.69;"F";"Pre-1970";47936.76;5;51.53;"Black";"1"
"1099";4851.95;134.09;"A";"Post-2000";33893.2;5;27.68;"Red";"1"
"1100";3434.34;178.98;"B";"Post-2000";55151.75;1;16.9;"Black";"0"
"1101";8048.47;216.98;"F";"Pre-1970";64598.13;4;29.01;"Black";"1"
"1102";5919.22;182.34;"A";"Post-2000";65763.26;6;77.53;"Red";"0"
"1103";5499.62;135.69;"E";"Pre-1970";25183.02;4;38.31;"Red";"0"
"1104";4218.1;96.69;"A";"Post-2000";26511.2;6;27.66;"Other";"0"
"1105";8476.59;166.85;"D";"Pre-1970";29882.21;5;73.73;"Red";"1"
"1106";7161.78;148.43;"D";"1970-2000";53091.02;6;54.58;"Black";"1"
"1107";4001.97;119.71;"A";"Post-2000";23738.96;5;88.41;"Black";"1"
"1108";5130.85;180.97;"A";"Post-2000";63903.45;3;21.2;"Black";"0"
"1109";4270.99;120.86;"B";"1970-2000";22640.67;3;9.08;"Other";"0"
"1110";4965.36;188.5;"A";"Post-2000";53462.64;4;110.57;"Other";"1"
"1111";3461.58;128.8;"D";"1970-2000";42390.53;1;119.43;"Red";"1"
"1112";6604.24;146.44;"A";"Post-2000";46161.77;6;22.56;"Black";"0"
"1113";8371.68;274.65;"D";"Pre-1970";104963.96;3;115.47;"Black";"0"
"1114";9772.65;171.76;"D";"Pre-1970";42507.52;7;114.66;"Red";"1"
"1115";2653.38;147.55;"A";"Post-2000";44310.51;1;17.05;"Black";"1"
"1116";2932.35;148.87;"B";"Post-2000";38056.3;2;113.44;"Black";"1"
"1117";3426.73;156.83;"B";"1970-2000";62503.44;1;111;"Red";"0"
"1118";4119.42;240.72;"D";"1970-2000";83334.14;1;87.07;"Red";"1"
"1119";6471.93;127.29;"A";"Post-2000";28137.43;6;36.45;"Black";"0"
"1120";4100.88;139.59;"B";"1970-2000";49995.83;4;62.21;"Other";"0"
"1121";5579.87;113.73;"C";"1970-2000";21253.62;5;46.37;"Other";"0"
"1122";6221.64;187.18;"A";"Post-2000";89946.07;5;74.59;"Other";"0"
"1123";4699.71;164.96;"C";"1970-2000";54844.5;4;68.48;"Other";"0"
"1124";3301.02;193.54;"A";"Post-2000";87939.24;1;45.06;"Other";"0"
"1125";4735.17;162.88;"D";"1970-2000";35804.55;3;40.86;"Other";"1"
"1126";3867.45;163.63;"E";"Pre-1970";50529.26;1;58.25;"Other";"0"
"1127";9620.2;162.15;"C";"Pre-1970";76651;7;69.64;"Black";"0"
"1128";4887.4;205.31;"E";"Pre-1970";57077.98;2;97.01;"Black";"0"
"1129";7104.43;202.91;"E";"Pre-1970";66155.08;2;39.51;"Other";"0"
"1130";3872.29;200.58;"B";"1970-2000";78789.97;1;75.29;"Other";"0"
"1131";9893.63;159;"F";"Pre-1970";38725.04;7;89.88;"Other";"0"
"1132";4749.58;184.62;"B";"Post-2000";47102.42;4;104.61;"Other";"1"
"1133";4458;165.71;"A";"Post-2000";46031.64;3;90.35;"Other";"0"
"1134";4365.27;172.36;"A";"Post-2000";36429.19;5;44.65;"Other";"1"
"1135";4064.45;139.93;"B";"1970-2000";17674.1;4;53.61;"Red";"1"
"1136";6751.88;138.4;"D";"1970-2000";34458.58;5;86.27;"Red";"1"
"1137";12511.46;234.63;"B";"1970-2000";87259.24;7;100.62;"Black";"1"
"1138";7640.06;205.66;"F";"Pre-1970";125065.49;4;7.55;"Other";"0"
"1139";4262.22;135.76;"B";"1970-2000";28265.01;4;114.26;"Other";"0"
"1140";6582.6;129.09;"D";"Pre-1970";33307.77;6;26.17;"Other";"0"
"1141";9402.2;139.44;"E";"Pre-1970";17386.67;7;62.08;"Black";"1"
"1142";5154.2;164.77;"C";"1970-2000";50107.58;3;6.74;"Other";"0"
"1143";6854;173.43;"B";"1970-2000";35222.16;5;8.11;"Other";"0"
"1144";2648.04;133.59;"A";"Post-2000";25598.08;1;52.34;"Black";"1"
"1145";4983.19;154.74;"C";"Pre-1970";38793.42;4;10.84;"Red";"0"
"1146";4855.11;148.8;"F";"Pre-1970";28623.21;3;26.94;"Black";"0"
"1147";9385.74;218.64;"D";"1970-2000";68172.56;5;52.68;"Black";"0"
"1148";6102.44;150.43;"A";"Post-2000";53661.7;6;69.41;"Black";"0"
"1149";4682.49;200.78;"A";"Post-2000";46527.51;3;32.1;"Other";"0"
"1150";9639.47;163.68;"E";"Pre-1970";66999.15;7;59.61;"Black";"1"
"1151";6409.71;139.61;"C";"1970-2000";55779.42;6;44.6;"Other";"0"
"1152";5792.05;148.29;"D";"1970-2000";15373.91;5;87.43;"Red";"1"
"1153";5977;172.21;"C";"1970-2000";50354.2;3;63.93;"Other";"0"
"1154";12152.11;154.91;"E";"Pre-1970";55647.48;7;33.88;"Red";"0"
"1155";4481.12;194.79;"C";"1970-2000";51339.65;2;21.26;"Red";"1"
"1156";3401.64;155;"B";"1970-2000";33833.53;2;95.07;"Other";"1"
"1157";3011.61;136.26;"E";"Pre-1970";47032.25;1;90.59;"Black";"0"
"1158";4862.41;157.16;"E";"Pre-1970";41304.29;3;15.83;"Red";"0"
"1159";5412.66;130.38;"F";"Pre-1970";26223.75;4;43.29;"Red";"1"
"1160";4242.51;202.29;"A";"Post-2000";107493.05;2;45.42;"Black";"0"
"1161";4162.98;141.9;"D";"1970-2000";21931.63;3;87.67;"Red";"1"
"1162";4157.5;145.96;"B";"Post-2000";32726.63;3;15.8;"Other";"0"
"1163";6727.88;196.64;"E";"Pre-1970";75645.26;3;43.71;"Black";"0"
"1164";2321.89;107.48;"A";"Post-2000";21290.35;1;22.06;"Other";"0"
"1165";7076.18;171.09;"B";"1970-2000";60291.67;7;50.46;"Red";"0"
"1166";6749.1;136.7;"C";"1970-2000";38403.62;7;50.36;"Red";"1"
"1167";4424.92;122.03;"B";"Post-2000";37835.24;3;5.71;"Black";"0"
"1168";7555.71;118.97;"C";"1970-2000";18630.31;7;90.75;"Red";"1"
"1169";3621.29;105.34;"A";"Post-2000";32270.37;4;80.11;"Other";"0"
"1170";11697.07;166.06;"E";"Pre-1970";53427.92;6;42.71;"Black";"0"
"1171";4092.34;102.51;"C";"1970-2000";37003.36;3;22.27;"Red";"0"
"1172";9563.76;190.39;"C";"Pre-1970";76409.12;7;91.05;"Red";"0"
"1173";4231.5;156.14;"A";"Post-2000";45698.29;3;90.62;"Other";"0"
"1174";2601.08;87.73;"B";"Post-2000";44127.53;2;83.87;"Red";"0"
"1175";4484.02;200.93;"A";"Post-2000";42659.72;2;94.07;"Black";"1"
"1176";3356.31;175.83;"A";"Post-2000";53447.62;1;99.09;"Black";"1"
"1177";6858.53;175.65;"A";"Post-2000";79171.41;5;67.01;"Red";"0"
"1178";7780.21;223.7;"B";"Post-2000";65120.55;4;36.84;"Other";"0"
"1179";6923.3;215.14;"E";"Pre-1970";63913.58;3;33.82;"Black";"0"
"1180";8447.51;164.18;"A";"Post-2000";88771.25;6;21.29;"Red";"1"
"1181";2874.9;142.98;"A";"Post-2000";36635.19;1;27.28;"Red";"0"
"1182";3972.44;130.68;"E";"Pre-1970";43341.66;2;101.24;"Red";"0"
"1183";12798.48;237.5;"E";"Pre-1970";102632.46;7;90.8;"Other";"0"
"1184";4633.57;93.6;"A";"Post-2000";35587.02;4;112.4;"Red";"0"
"1185";5704.35;213;"B";"Post-2000";61567.84;4;37.05;"Other";"1"
"1186";4311.41;129.64;"B";"Post-2000";50921.33;4;23.94;"Black";"1"
"1187";8904.99;222.36;"A";"Post-2000";111021.72;6;51.57;"Other";"0"
"1188";4891.3;219.68;"A";"Post-2000";91058.16;2;78.66;"Other";"1"
"1189";4071.43;192.05;"A";"Post-2000";49399.84;2;97.62;"Other";"0"
"1190";10061.45;160.28;"E";"Pre-1970";58135.45;7;9.99;"Black";"0"
"1191";3422.26;107.78;"B";"Post-2000";11561.06;3;81.47;"Red";"1"
"1192";8493.68;183.44;"D";"1970-2000";43118.23;4;53.98;"Black";"0"
"1193";4308.93;217.73;"B";"1970-2000";60403.75;2;60.22;"Red";"0"
"1194";5795.68;282.75;"C";"1970-2000";134214.77;2;58.97;"Red";"0"
"1195";10179.08;158.94;"D";"Pre-1970";47014.81;7;36.85;"Red";"0"
"1196";8461.4;173.89;"F";"Pre-1970";58818.18;3;32.94;"Red";"0"
"1197";8505.73;137.35;"E";"Pre-1970";46063.04;6;12.25;"Red";"1"
"1198";3754.91;92.99;"B";"Post-2000";25241.32;3;59.8;"Black";"0"
"1199";3686.48;191.09;"C";"1970-2000";46168.47;1;94.26;"Other";"1"
"1200";2767.84;170.84;"B";"Post-2000";58874.98;1;29.9;"Red";"0"
"1201";3844.73;191.3;"C";"1970-2000";50586.89;1;37.99;"Black";"0"
"1202";8657.44;224.35;"E";"Pre-1970";61764.28;5;18.84;"Black";"0"
"1203";4597.93;153.7;"D";"1970-2000";44270.27;2;64.21;"Black";"0"
"1204";4485.43;156.35;"B";"Post-2000";36287.96;4;17.35;"Red";"0"
"1205";7250.12;159.35;"A";"Post-2000";70012.91;6;28.75;"Red";"1"
"1206";3785.14;141.11;"C";"1970-2000";24812.87;2;26.91;"Other";"1"
"1207";10438.89;164.28;"E";"Pre-1970";62285.62;5;37.31;"Other";"1"
"1208";5821.99;132.92;"D";"1970-2000";47154.16;6;89.76;"Red";"1"
"1209";7155.9;114.4;"E";"Pre-1970";13704.63;6;76.56;"Red";"0"
"1210";7783.81;114.93;"D";"1970-2000";35360;7;41;"Black";"1"
"1211";8956.53;202.44;"C";"1970-2000";79355.2;6;57.6;"Black";"1"
"1212";4649.92;124.63;"C";"1970-2000";17443;4;9.18;"Other";"1"
"1213";9017.43;220.75;"D";"Pre-1970";85322.13;4;54.47;"Red";"0"
"1214";6941.31;211.53;"B";"Post-2000";84757.54;6;31.35;"Other";"0"
"1215";7163.36;158.63;"D";"1970-2000";75584.89;4;108.17;"Black";"0"
"1216";4586.72;94.32;"C";"1970-2000";42989.12;5;111.76;"Red";"0"
"1217";5264.78;168.42;"B";"Post-2000";34483.13;4;105.36;"Black";"1"
"1218";4599.52;147.25;"A";"Post-2000";22039.04;3;80.98;"Black";"1"
"1219";7076.39;163.34;"C";"1970-2000";42826.39;5;34.98;"Black";"1"
"1220";3824.62;120.12;"D";"1970-2000";40085.65;3;36.99;"Other";"1"
"1221";6859.44;203.5;"D";"1970-2000";104789.89;4;95.64;"Black";"0"
"1222";8558.22;141.73;"C";"1970-2000";49907.24;7;62.6;"Black";"1"
"1223";3383.03;143.9;"B";"Post-2000";34918.48;2;73.7;"Black";"0"
"1224";8353.9;221;"C";"1970-2000";69587.33;5;86.49;"Black";"1"
"1225";5618.98;215.67;"A";"Post-2000";64462.5;5;69.55;"Other";"1"
"1226";5961.97;151.27;"A";"Post-2000";35569.59;6;66.68;"Other";"1"
"1227";5139.25;140.27;"E";"Pre-1970";54841.43;1;107.79;"Black";"0"
"1228";4005.02;163.46;"C";"1970-2000";33525.27;1;94.61;"Red";"1"
"1229";4439.37;132.54;"D";"1970-2000";32639.75;2;16.1;"Other";"0"
"1230";4430.42;101.77;"A";"Post-2000";29714.07;6;97.62;"Red";"0"
"1231";4704.18;120.12;"B";"Post-2000";37061.26;5;117.94;"Other";"0"
"1232";5580.29;118.25;"F";"Pre-1970";28340.18;3;21.2;"Red";"0"
"1233";4589.87;169.5;"A";"Post-2000";64650.88;3;104.47;"Red";"0"
"1234";3817.5;205.24;"B";"Post-2000";59597.85;2;53.72;"Black";"0"
"1235";7956.8;170.71;"D";"Pre-1970";42074.88;6;33.4;"Other";"0"
"1236";8409.45;205.84;"E";"Pre-1970";92420.62;5;95.37;"Red";"0"
"1237";5265.5;210.7;"A";"Post-2000";55653.02;2;68.18;"Other";"1"
"1238";7636.46;211.88;"D";"1970-2000";60662.74;5;13.43;"Red";"1"
"1239";4902.42;144.52;"C";"1970-2000";37147.08;3;84.26;"Other";"0"
"1240";5056.1;194.18;"B";"Post-2000";84029.43;3;71.25;"Black";"0"
"1241";9013.48;183.79;"F";"Pre-1970";46840.76;5;31.59;"Red";"0"
"1242";11774.39;220.31;"C";"1970-2000";35907.3;7;85.56;"Black";"0"
"1243";4206.1;117.74;"D";"Pre-1970";66135.67;3;51.88;"Black";"0"
"1244";6490.95;123.08;"C";"1970-2000";30878.52;7;10.65;"Red";"0"
"1245";8427.29;121.22;"C";"1970-2000";27348.23;7;9.71;"Black";"1"
"1246";5637.67;236.23;"A";"Post-2000";80595.5;4;55.39;"Other";"1"
"1247";10429.86;220.72;"B";"1970-2000";69503.38;6;43.9;"Red";"0"
"1248";5695.86;185.93;"B";"Post-2000";70974.2;4;41.55;"Black";"0"
"1249";3395.97;155.95;"B";"Post-2000";60156.02;2;111.6;"Red";"1"
"1250";3654.98;147.23;"B";"1970-2000";48607.8;2;86.04;"Red";"0"
"1251";8601.47;146.68;"F";"Pre-1970";28934.27;5;65.95;"Red";"1"
"1252";3898.64;154.93;"B";"Post-2000";34869.65;2;33.36;"Other";"0"
"1253";4814.56;113.25;"A";"Post-2000";39730.26;5;8.32;"Black";"1"
"1254";5279.88;185.14;"F";"Pre-1970";68357.14;2;34.97;"Red";"0"
"1255";8710.72;159.49;"C";"1970-2000";40803.44;7;108.57;"Red";"0"
"1256";3324.54;168.66;"B";"Post-2000";60205.39;1;35.55;"Red";"0"
"1257";9555.88;182.05;"C";"1970-2000";58166.78;7;31.27;"Black";"1"
"1258";6772.4;121.02;"A";"Post-2000";37933.24;7;58.32;"Other";"0"
"1259";4629.54;118.96;"C";"1970-2000";24396.3;3;39.72;"Black";"1"
"1260";4067.1;210.99;"C";"Pre-1970";41122.26;1;14.66;"Other";"0"
"1261";4511.41;164.63;"E";"Pre-1970";37705.57;2;119.49;"Other";"1"
"1262";3453.95;125.25;"C";"Pre-1970";21617.72;1;18.1;"Red";"1"
"1263";7791.01;174.98;"E";"Pre-1970";37795.78;6;70.3;"Other";"0"
"1264";5409.11;203.49;"E";"Pre-1970";78818.63;2;98.88;"Black";"1"
"1265";6016.54;150.22;"D";"Pre-1970";32111.04;5;24.18;"Red";"0"
"1266";6329.42;189.17;"E";"Pre-1970";32797.11;3;108.27;"Other";"0"
"1267";8654.83;176.23;"D";"Pre-1970";97321.23;6;37.99;"Black";"1"
"1268";10732.53;175.63;"F";"Pre-1970";46116.46;7;109.04;"Other";"0"
"1269";3306.9;93.29;"C";"1970-2000";21181.06;4;57.65;"Other";"0"
"1270";3491.84;92.78;"F";"Pre-1970";25479.15;1;27.87;"Red";"0"
"1271";4511.26;195.29;"B";"Post-2000";116022.02;3;95.62;"Black";"1"
"1272";6528.41;181.69;"B";"Post-2000";74316.21;4;26.69;"Black";"1"
"1273";5504.1;134.36;"B";"Post-2000";41040.29;6;41.09;"Black";"1"
"1274";3701.49;147.62;"C";"1970-2000";18369.73;2;82.85;"Black";"0"
"1275";5560.18;153.92;"A";"Post-2000";18940;5;102.61;"Black";"1"
"1276";4573.88;106.04;"D";"Pre-1970";24129.22;5;101.59;"Red";"1"
"1277";10898.71;125.76;"E";"Pre-1970";23444.43;7;94.91;"Other";"1"
"1278";4235.45;74.29;"A";"Post-2000";38314.08;7;47.72;"Other";"1"
"1279";6967.01;164.23;"E";"Pre-1970";75900.93;4;23.13;"Black";"1"
"1280";7248.87;184.51;"B";"Post-2000";35903.17;6;32.91;"Black";"1"
"1281";3691.34;146.83;"A";"Post-2000";31018.6;3;9.43;"Other";"1"
"1282";2762.74;127.19;"C";"1970-2000";25887.28;1;115.06;"Red";"1"
"1283";4373.15;116.51;"C";"1970-2000";25473.55;4;68.25;"Red";"0"
"1284";6659.74;119.32;"E";"Pre-1970";36668.43;6;109.21;"Other";"0"
"1285";2843.31;112.43;"A";"Post-2000";25051.36;2;23.97;"Red";"0"
"1286";6839.95;231.88;"C";"1970-2000";96429.86;3;49.98;"Other";"0"
"1287";4490.24;154.76;"E";"Pre-1970";38994.09;2;96.77;"Other";"1"
"1288";13090.23;237.05;"C";"1970-2000";68786.39;7;59.99;"Red";"1"
"1289";3133.89;138.3;"A";"Post-2000";33018.11;1;86.13;"Red";"0"
"1290";8519.02;166.58;"E";"Pre-1970";45854.05;7;98.23;"Red";"1"
"1291";4632.65;116.96;"F";"Pre-1970";28300.75;4;69.59;"Red";"1"
"1292";3534.9;130.31;"D";"1970-2000";30857.17;2;6.23;"Black";"1"
"1293";6233.23;157.08;"C";"1970-2000";36163.23;5;103.8;"Other";"1"
"1294";6388.9;178.74;"A";"Post-2000";40754.42;5;95.76;"Black";"1"
"1295";5826.73;207.23;"C";"1970-2000";48204.54;2;19.61;"Red";"0"
"1296";4657.58;148.78;"F";"Pre-1970";47745.32;2;55.73;"Black";"1"
"1297";3212.9;149.29;"C";"1970-2000";62869.02;1;108.83;"Red";"1"
"1298";2567.19;126.11;"A";"Post-2000";30976.45;1;70.76;"Red";"0"
"1299";5900.76;212.14;"A";"Post-2000";68449.23;3;118.23;"Red";"1"
"1300";3739.03;185;"C";"1970-2000";55580.71;2;15.02;"Red";"1"
"1301";3006.5;127.45;"D";"Pre-1970";22225.32;1;23.05;"Red";"0"
"1302";4561.72;160.76;"B";"Post-2000";24540.85;2;35.64;"Black";"1"
"1303";5001.25;208.02;"D";"1970-2000";89126.2;1;9.04;"Other";"1"
"1304";4708.13;204.25;"D";"1970-2000";48053.06;1;70.48;"Red";"0"
"1305";3646.09;116.71;"E";"Pre-1970";38485.98;1;62.52;"Black";"0"
"1306";3275.77;155.8;"D";"Pre-1970";49629.52;1;98.54;"Other";"0"
"1307";3144.44;137.23;"C";"1970-2000";24461.31;1;31.14;"Black";"0"
"1308";8790.71;162.13;"F";"Pre-1970";39398.25;6;14.48;"Other";"1"
"1309";7967.95;212.94;"A";"Post-2000";60678.79;6;118.72;"Red";"1"
"1310";5130.12;136.18;"B";"Post-2000";35005.48;5;36.88;"Red";"0"
"1311";7337.28;146.94;"B";"Post-2000";32807;7;32.01;"Other";"1"
"1312";4470.36;159.32;"F";"Pre-1970";31218.55;2;94.18;"Other";"1"
"1313";6638.7;178.27;"A";"Post-2000";83953.35;6;112.4;"Other";"1"
"1314";6298.6;134.05;"A";"Post-2000";55066.96;6;39.13;"Black";"0"
"1315";2516.53;93.39;"E";"Pre-1970";22589.16;2;20.09;"Red";"0"
"1316";6962.7;154.13;"A";"Post-2000";32595.18;7;99.29;"Other";"1"
"1317";5123.78;108.45;"A";"Post-2000";17890.81;7;74.31;"Red";"0"
"1318";5723.78;143.09;"B";"Post-2000";44751.04;5;112.26;"Black";"1"
"1319";7983.14;141.41;"C";"1970-2000";49606.66;6;75.15;"Red";"0"
"1320";3291.97;161.91;NA;"Post-2000";39128.09;1;100.33;"Black";"0"
"1321";2781.7;127.2;"B";"1970-2000";26714.81;2;85.98;"Red";"0"
"1322";6852.78;106;"D";"1970-2000";19972.01;7;33.21;"Red";"0"
"1323";4683.06;173.98;"A";"Post-2000";34588.53;4;54.7;"Other";"0"
"1324";7231.82;122.63;"E";"Pre-1970";15443.59;6;117.62;"Other";"1"
"1325";5401.28;180.5;"E";"Pre-1970";69212.4;2;22.19;"Other";"1"
"1326";6817.98;122.99;"C";"1970-2000";32330.81;7;9.83;"Red";"0"
"1327";4894.49;182.87;"F";"Pre-1970";13246.58;2;99.67;"Black";"1"
"1328";4669.42;182.59;"C";"1970-2000";70421.79;2;37.54;"Red";"0"
"1329";5878.53;179.87;"C";"1970-2000";51637.37;5;37.58;"Black";"1"
"1330";4635780;114.28;"D";"Pre-1970";12830.4;4;70.93;"Other";"1"
"1331";3216.41;124.74;"A";"Post-2000";39123.46;4;94.13;"Other";"0"
"1332";4515.05;111.85;"C";"1970-2000";NA;NA;73.22;"Other";"0"
"1333";8537.36;228.84;"A";"Post-2000";80549.79;5;9.37;"Black";"0"
"1334";9616.84;214.93;"C";"1970-2000";104217.67;6;19.22;"Red";"1"
"1335";5749.61;121.57;"C";"1970-2000";47340.74;4;107.54;"Red";"0"
"1336";6074.62;184.09;"E";"Pre-1970";69268.62;2;48.28;"Black";"0"
"1337";6697.13;207.89;"C";"Pre-1970";85853.11;5;88.88;"Other";"0"
"1338";3744.69;119.99;"E";"Pre-1970";36224.25;1;57.04;"Red";"0"
"1339";4992.74;200.11;"D";"1970-2000";55210.34;1;116.39;"Red";"1"
"1340";7791.6;188.56;"C";"1970-2000";39643.35;7;80.11;"Red";"0"
"1341";4833.43;161.05;"C";"1970-2000";33810.95;4;32.49;"Black";"0"
